iter	MultiClass
702	0.5070394088
703	0.5069971054
704	0.5069588859
705	0.5069222644
706	0.5068900818
707	0.5068682421
708	0.5068227427
709	0.5067713838
710	0.5067352505
711	0.5066973417
712	0.5066375932
713	0.50661491
714	0.5065879655
715	0.5065522318
716	0.5064864906
717	0.5064541305
718	0.5064319357
719	0.5063969566
720	0.5063648184
721	0.5063341451
722	0.5063102191
723	0.5062687591
724	0.5062497159
725	0.5062173558
726	0.506189124
727	0.506156897
728	0.5061193433
729	0.5060890695
730	0.5060451237
731	0.5060057945
732	0.5059811582
733	0.5059459571
734	0.5059196784
735	0.5058849213
736	0.5058447042
737	0.5058014242
738	0.5057732812
739	0.5057389235
740	0.5057008372
741	0.5056606201
742	0.5056198259
743	0.5055903956
744	0.5055679344
745	0.5055194164
746	0.5054768467
747	0.5054461734
748	0.5054044471
749	0.505349537
750	0.5053242349
751	0.5052937391
752	0.5052645307
753	0.5052363876
754	0.5052014529
755	0.5051606144
756	0.50511729
757	0.5050734774
758	0.5050598498
759	0.5050477758
760	0.5050177683
761	0.5049691172
762	0.5049345376
763	0.5049109667
764	0.5048747891
765	0.504839011
766	0.5047872969
767	0.5047521403
768	0.5047155188
769	0.5046797407
770	0.5046609194
771	0.5046254077
772	0.5045542954
773	0.5045010277
774	0.504460855
775	0.5044430548
776	0.504412559
777	0.5043655059
778	0.5043400262
779	0.5042982555
780	0.5042478288
781	0.5042086327
782	0.5041766721
783	0.5041339248
784	0.5040553994
785	0.5040261022
786	0.5039980035
787	0.5039587186
788	0.5039161045
789	0.5038932882
790	0.5038321192
791	0.5037604298
792	0.5037187035
793	0.5036816381
794	0.5036352952
795	0.5036025356
796	0.5035533962
797	0.5035026588
798	0.5034702099
799	0.5034428214
800	0.5033827622
801	0.5033486709
802	0.5033203946
803	0.5032926067
804	0.5032521676
805	0.5032079555
806	0.5031654745
807	0.5031306286
808	0.5030967593
809	0.5030625792
810	0.5030227616
811	0.5029984805
812	0.5029386431
813	0.5029096566
814	0.5028714815
815	0.5028200338
816	0.5027761768
817	0.5027415528
818	0.5027067513
819	0.5026765663
820	0.5026344848
821	0.5025901395
822	0.5025572024
823	0.5025268842
824	0.5024646054
825	0.5024296263
826	0.5023950911
827	0.5023475054
828	0.5022909085
829	0.5022531328
830	0.5022085212
831	0.5021790908
832	0.5021525458
833	0.5021126838
834	0.5020912436
835	0.5020732214
836	0.5020410388
837	0.502013384
838	0.501980003
839	0.5019518155
840	0.5019341928
841	0.501911776
842	0.5018817685
843	0.5018416846
844	0.5018025329
845	0.5017589866
846	0.5017260051
847	0.5017005698
848	0.5016550259
849	0.5016247077
850	0.5015804956
851	0.5015401453
852	0.5015184388
853	0.5014864782
854	0.5014467494
855	0.5014038689
856	0.5013508676
857	0.5013087418
858	0.5012872572
859	0.5012530327
860	0.501225733
861	0.5012054913
862	0.501172421
863	0.5011388624
864	0.5011172446
865	0.5010864825
866	0.5010559868
867	0.5010246477
868	0.5009895798
869	0.5009659201
870	0.5009329829
871	0.5009055057
872	0.5008835772
873	0.5008445142
874	0.5007970616
875	0.5007688298
876	0.5007515622
877	0.500723641
878	0.5006903044
879	0.5006448937
880	0.5006150638
881	0.5005667234
882	0.5005152757
883	0.5004801191
884	0.5004474483
885	0.5004195715
886	0.5003560055
887	0.5003119265
888	0.5002721533
889	0.5002259436
890	0.5002006415
891	0.5001728535
892	0.5001492382
893	0.5001281975
894	0.5001036056
895	0.5000643651
896	0.5000314279
897	0.4999686165
898	0.4999457114
899	0.4999084684
900	0.4998792156
901	0.499854091
902	0.4998305201
903	0.499806017
904	0.4997708603
905	0.4997299774
906	0.4997010353
907	0.4996535383
908	0.4996044877
909	0.4995809611
910	0.4995513088
911	0.4995339081
912	0.4995179278
913	0.4994938685
914	0.4994694986
915	0.499454628
916	0.4994335429
917	0.4993974097
918	0.4993481815
919	0.4993131136
920	0.4992802209
921	0.4992421345
922	0.4992142578
923	0.4991821196
924	0.4991442108
925	0.4991186867
926	0.4990702132
927	0.4990392735
928	0.4990071798
929	0.4989791699
930	0.4989488517
931	0.4989209306
932	0.4988825779
933	0.4988339711
934	0.4988004569
935	0.498770849
936	0.4987443483
937	0.4987051966
938	0.4986831349
939	0.4986538821
940	0.4986211225
941	0.4985874307
942	0.498552496
943	0.4985172506
944	0.4984875982
945	0.4984571469
946	0.4984215019
947	0.4983940691
948	0.498365349
949	0.4983234451
950	0.4983004512
951	0.4982473611
952	0.4982183746
953	0.4981519676
954	0.4981181427
955	0.4980804114
956	0.4980394397
957	0.4980053484
958	0.497951193
959	0.4979223397
960	0.4978961941
961	0.4978576639
962	0.4978205097
963	0.4977856638
964	0.4977423394
965	0.4977264479
966	0.4976991482
967	0.4976417079
968	0.4976170273
969	0.4975875525
970	0.4975774316
971	0.4975481344
972	0.4975154192
973	0.4974684549
974	0.4974417323
975	0.4974081293
976	0.4973747926
977	0.4973560158
978	0.4973465608
979	0.4973070983
980	0.4972761143
981	0.4972331007
982	0.4971880895
983	0.4971489822
984	0.4971074778
985	0.4970771152
986	0.497039961
987	0.4969929079
988	0.4969534455
989	0.4969253912
990	0.4969028412
991	0.4968692382
992	0.4968497067
993	0.4968053614
994	0.496773534
995	0.496744148
996	0.4967158718
997	0.4966875067
998	0.4966650899
999	0.4966411639
